Name,Notes,Latitude,Longitude,Method,Google Maps URL
6787 Plainville Rd,,43.0992022,-76.4240429,Google canonical URL + verified,https://www.google.com/maps/place/6787+Plainville+Rd/data=!4m2!3m1!1s0x89d9fd08d13e0fa7:0x573330faadf4e2e9
Richmond Canoe Club,,51.4540346,-0.3027185,Google canonical URL + verified,https://www.google.com/maps/place/Richmond+Canoe+Club/data=!4m2!3m1!1s0x48760c3fa8e5b155:0xcdbb8ad8140d0da4
Boat Launch for Waneta and Lamoka Lakes,,42.4217414,-77.088862,Google canonical URL + verified,https://www.google.com/maps/place/Boat+Launch+for+Waneta+and+Lamoka+Lakes/data=!4m2!3m1!1s0x89d0566cbf9b92bb:0xf10b8e9bc3a8a99c
Boat ramp,,42.3751884,-77.1032584,Google canonical URL + verified,https://www.google.com/maps/place/Boat+ramp/data=!4m2!3m1!1s0x89d0552ad1d87ec5:0xe1a1fb8336e1e89c
Clute Park,,42.3854106,-76.8596697,Google canonical URL + verified,https://www.google.com/maps/place/Clute+Park/data=!4m2!3m1!1s0x89d05fb032047305:0xf4a8a81c0cf71cec
Onondaga Lake Park Public Canoe and Kayak Launch,,43.120865,-76.2474024,Google canonical URL + verified,https://www.google.com/maps/place/Onondaga+Lake+Park+Public+Canoe+and+Kayak+Launch/data=!4m2!3m1!1s0x89d9efe22d5f5cbd:0xabcf4401c1bf2e9a
267 W Shr Trl,,43.1163959,-76.2448718,Google canonical URL + verified,https://www.google.com/maps/place/267+W+Shr+Trl/data=!4m2!3m1!1s0x89d9efdc2cfce479:0x80663c881d27a9cb
State boat launch,,43.128627,-76.257864,Google canonical URL + verified,https://www.google.com/maps/place/State+boat+launch/data=!4m2!3m1!1s0x89d9efe6387ec8fb:0x83e98f32c0706d7c
"42°59'47.8""N 76°45'40.3""W",,42.996614,-76.761182,Direct KML URL,"https://www.google.com/maps/search/42.996614,-76.761182"
DEC Boat Ramp,,43.0784962,-76.6450274,Google canonical URL + verified,https://www.google.com/maps/place/DEC+Boat+Ramp/data=!4m2!3m1!1s0x89d74dd7c61fab79:0x7f5ab297f06e5562
"45°45'08.2""N 74°01'10.2""W",,45.752289,-74.019508,Direct KML URL,"https://www.google.com/maps/search/45.752289,-74.019508"
"32°56'08.1""N 80°24'10.7""W",,32.935574,-80.402975,Direct KML URL,"https://www.google.com/maps/search/32.935574,-80.402975"
Newton Boathouse Public Parking,,42.614852,-73.9708125,Google canonical URL,https://www.google.com/maps/place/Newton+Boathouse+Public+Parking/data=!4m2!3m1!1s0x89e3833e83a90015:0x671361f9bb6e79f1
Riverfront Park,,43.2398604,-76.1410861,Google canonical URL + verified,https://www.google.com/maps/place/Riverfront+Park/data=!4m2!3m1!1s0x89d9eb9a5a9c8691:0x243c0f57dd5139da
Otisco Lake DEC Boat Ramp,,42.843534,-76.2638806,Google canonical URL + verified,https://www.google.com/maps/place/Otisco+Lake+DEC+Boat+Ramp/data=!4m2!3m1!1s0x89da1b63225db531:0xf9109a5aa3c3eda5
West Branch Fish Creek Fishing Access,,43.3893318,-75.8131103,Google canonical URL + verified,https://www.google.com/maps/place/West+Branch+Fish+Creek+Fishing+Access/data=!4m2!3m1!1s0x89d9af3204767031:0x7cc4e924d0822282
Needham Street Launch,,42.270761,-71.1918962,Google canonical URL + verified,https://www.google.com/maps/place/Needham+Street+Launch/data=!4m2!3m1!1s0x89e37f6ac8ac3563:0x57344d6832005fe1
Rock Creek Park & Campground,,45.6915938,-121.8937826,Google canonical URL + verified,https://www.google.com/maps/place/Rock+Creek+Park+%26+Campground/data=!4m2!3m1!1s0x5495dd4f439786e3:0x2acae0d2b43aeaf8
Wanda Canoe Club,,40.8596786,-74.0311598,Google canonical URL + verified,https://www.google.com/maps/place/Wanda+Canoe+Club/data=!4m2!3m1!1s0x89c2f9dfbfcb0b65:0x8b7fbc5e5f043cbf
Lambs Creek Boat Ramp,,41.8534402,-77.1144265,Google canonical URL + verified,https://www.google.com/maps/place/Lambs+Creek+Boat+Ramp/data=!4m2!3m1!1s0x89d02a3006a37cbf:0x5a254f40da5da3af
#15 White Wagon Boat Launch (Chemung River),,42.614852,-73.9708125,Google canonical URL,https://www.google.com/maps/place/%2315+White+Wagon+Boat+Launch+(Chemung+River)/data=!4m2!3m1!1s0x89d00c3c84eaa40d:0x2bc32ac28509d5d2
Wyncoop Creek Boat Launch,,42.00328,-76.6339233,Google canonical URL + verified,https://www.google.com/maps/place/Wyncoop+Creek+Boat+Launch/data=!4m2!3m1!1s0x89d00dfd9247cef9:0x822486c2a604e4bb
#14 Toll Bridge Park Boat Launch (Chemung River),,42.0175929,-76.723146,Google canonical URL + verified,https://www.google.com/maps/place/%2314+Toll+Bridge+Park+Boat+Launch+(Chemung+River)/data=!4m2!3m1!1s0x89d013fca72f7d29:0x80edecf837190b18
Allan H. Treman State Marine Park,,42.4573166,-76.512653,Google canonical URL + verified,https://www.google.com/maps/place/Allan+H.+Treman+State+Marine+Park/data=!4m2!3m1!1s0x89d080cb659455d5:0xe72acc997bff7ae6
Ithaca Dragon Boat Club,,42.4529589,-76.5124743,Google canonical URL + verified,https://www.google.com/maps/place/Ithaca+Dragon+Boat+Club/data=!4m2!3m1!1s0x89d0817d672d9457:0xe4a1a875cfb2c0a
Willow Dr,,43.1942918,-75.7285833,Google canonical URL + verified,https://www.google.com/maps/place/Willow+Dr/data=!4m2!3m1!1s0x89d99ff6d5249179:0x2929513876de388d
Aqueduct Rowing Club,,42.8489863,-73.8894436,Google canonical URL + verified,https://www.google.com/maps/place/Aqueduct+Rowing+Club/data=!4m2!3m1!1s0x89de6deb6f8ea65f:0x9a349f5f8c42c10
Mercer Park,,43.1586101,-76.3372983,Google canonical URL,https://www.google.com/maps/place/Mercer+Park/data=!4m2!3m1!1s0x89d9e4f5a8d52c2b:0x8c7836a8ce65e869
Emerson Park,,42.9050645,-76.5386107,Google canonical URL + verified,https://www.google.com/maps/place/Emerson+Park/data=!4m2!3m1!1s0x89d0a94f71926bf1:0x8eadd680a188f9bf
Black Creek boat launch,,,,FAILED,https://www.google.com/maps/place/Black+Creek+boat+launch/data=!4m2!3m1!1s0x89d14d07a98c375f:0xcd20c3077696ea72
BayCreek Paddling Center,,43.1757378,-77.5261892,Google canonical URL + verified,https://www.google.com/maps/place/BayCreek+Paddling+Center/data=!4m2!3m1!1s0x89d6ca301d468ad7:0xd18a6440d245d6a4
LaSalles Landing Park,,43.176312,-77.5259364,Google canonical URL + verified,https://www.google.com/maps/place/LaSalles+Landing+Park/data=!4m2!3m1!1s0x89d6ca2fa24d28a3:0x57a803b4fc0c872
Erie Canal Boat Company,,43.1028579,-77.4431996,Google canonical URL + verified,https://www.google.com/maps/place/Erie+Canal+Boat+Company/data=!4m2!3m1!1s0x89d6cccbdbc1edc9:0x5108ecd8f096f3e5
Water’s Edge Campground,,42.2462666,-75.8301809,Google canonical URL + verified,https://www.google.com/maps/place/Water%E2%80%99s+Edge+Campground/data=!4m2!3m1!1s0x89daf92940481b6d:0x6333b822ee8e05cd
Marathon Civic Center,,42.4391558,-76.0339778,Google canonical URL + verified,https://www.google.com/maps/place/Marathon+Civic+Center/data=!4m2!3m1!1s0x89da5cfc6fc40001:0x4abb73ef610b84a3
Town of Cortlandville River Access and Parking,,42.614852,-73.9708125,Google canonical URL,https://www.google.com/maps/place/Town+of+Cortlandville+River+Access+and+Parking/data=!4m2!3m1!1s0x89da6a2f906fe3b9:0xbb4ef2939a116ef5
Yaman Park,"the best water level is between 3.5 ft and 5 ft",42.6096461,-76.1590194,Google canonical URL + verified,https://www.google.com/maps/place/Yaman+Park/data=!4m2!3m1!1s0x89da6b73bdde67cd:0x4f4c7f7feaedf55b
Seven Valleys New Tech Academy,,42.5996874,-76.1594159,Google canonical URL + verified,https://www.google.com/maps/place/Seven+Valleys+New+Tech+Academy/data=!4m2!3m1!1s0x89c2c882a835d027:0x4489c5e7ea1e13f5
Andrew R. Fuller Park,"Over 7 mph, have a cover with a proboat",42.7600689,-76.2679614,Google canonical URL + verified,https://www.google.com/maps/place/Andrew+R.+Fuller+Park/data=!4m2!3m1!1s0x89da11d9d3a2cd0f:0x23f114633b377a09
"Oak Island, Waterloo NY",,42.9011611,-76.8670229,Google canonical URL + verified,"https://www.google.com/maps/place/Oak+Island,+Waterloo+NY/data=!4m2!3m1!1s0x89d0c85e8a294705:0xaf4aa95de6ed0aa6"
Seneca Yacht Club,,42.8667066,-76.9400968,Google canonical URL + verified,https://www.google.com/maps/place/Seneca+Yacht+Club/data=!4m2!3m1!1s0x89d0c5ea733427fb:0x83d8ef494d067c63
Locks CS2 & CS3 - NY Canal Corp,,42.9147109,-76.7859878,Google canonical URL + verified,https://www.google.com/maps/place/Locks+CS2+%26+CS3+-+NY+Canal+Corp/data=!4m2!3m1!1s0x89d0b653d114eb5b:0xbd108febeb1df7a
Deese-Howard Boat Ramp,,30.4148161,-82.9630224,Google canonical URL + verified,https://www.google.com/maps/place/Deese-Howard+Boat+Ramp/data=!4m2!3m1!1s0x88eee16e68a09947:0xf3a3fae5a6b3c2e2
35 Lakeview Ave,,43.7096988,-74.9705491,Google canonical URL + verified,https://www.google.com/maps/place/35+Lakeview+Ave/data=!4m2!3m1!1s0x89d8b5539fdf109d:0xa4536f551474d752
Raquette River Boat Launch aka The Crusher,,44.2393434,-74.3875645,Google canonical URL + verified,https://www.google.com/maps/place/Raquette+River+Boat+Launch+aka+The+Crusher/data=!4m2!3m1!1s0x4ccb15748d00c24d:0x75b1e28aa7a573eb
Tupper Lake Boat Launch,,44.195713,-74.4837722,Google canonical URL + verified,https://www.google.com/maps/place/Tupper+Lake+Boat+Launch/data=!4m2!3m1!1s0x4ccb406302a1cf3b:0xb2bdccc21a8b90cb
Munro Park,,43.0403192,-76.3065833,Google canonical URL + verified,https://www.google.com/maps/place/Munro+Park/data=!4m2!3m1!1s0x89d9f9203921547b:0x8365c526eb884d74
Bonstead Rd Rd Public Boat Ramp,,43.210236,-76.266211,Google canonical URL + verified,https://www.google.com/maps/place/Bonstead+Rd+Rd+Public+Boat+Ramp/data=!4m2!3m1!1s0x89d9e91696d1478b:0x7a28c2478521fb63
Syracuse Chargers Boathouse,,43.1193109,-76.246469,Google canonical URL + verified,https://www.google.com/maps/place/Syracuse+Chargers+Boathouse/data=!4m2!3m1!1s0x89d9efdd6cbf8137:0xd57f62d33c99dcd8
Long Lake Town Beach,,43.9742387,-74.423973,Google canonical URL + verified,https://www.google.com/maps/place/Long+Lake+Town+Beach/data=!4m2!3m1!1s0x4ccb32520c2925c1:0xbf796ae5c3c7b3cb
Greene Community Ball Flats,,42.3305551,-75.7672052,Google canonical URL + verified,https://www.google.com/maps/place/Greene+Community+Ball+Flats/data=!4m2!3m1!1s0x89da55a89ad2fd6d:0x2502835d9d7d24b8
Dorchester Park,,42.3539931,-75.9696328,Google canonical URL + verified,https://www.google.com/maps/place/Dorchester+Park/data=!4m2!3m1!1s0x89da5921fb24baad:0x8f71c964370a43
Zaveral Racing Equipment Inc.,,42.3667545,-75.244296,Google canonical URL + verified,https://www.google.com/maps/place/Zaveral+Racing+Equipment+Inc./data=!4m2!3m1!1s0x89dba2b0af64d887:0x2406624e06cd8974
Owasco Flats Nature Preserve,,42.754922,-76.4644712,Google canonical URL + verified,https://www.google.com/maps/place/Owasco+Flats+Nature+Preserve/data=!4m2!3m1!1s0x89d0a0ac8d2aabd5:0x4a9b0d15f233ee8b
"42°26'22.3""N 76°30'58.4""W",,42.439529,-76.516218,Direct KML URL,"https://www.google.com/maps/search/42.439529,-76.516218"
"42°40'34.3""N 76°04'25.9""W",,42.676185,-76.073859,Direct KML URL,"https://www.google.com/maps/search/42.676185,-76.073859"
Saco River access,,43.8797798,-70.8028945,Google canonical URL + verified,https://www.google.com/maps/place/Saco+River+access/data=!4m2!3m1!1s0x4cb2fc2234b2d521:0xf54dbfe542015758
"43°57'20.0""N 70°52'59.7""W",,43.955549,-70.883249,Direct KML URL,"https://www.google.com/maps/search/43.955549,-70.883249"
Walker's Bridge,,44.0287132,-70.9200515,Google canonical URL + verified,https://www.google.com/maps/place/Walker's+Bridge/data=!4m2!3m1!1s0x4cb3a90dfc8adb67:0x51a1a932e1893260
Portlandville Fishing Access Site,,42.5284123,-74.9711598,Google canonical URL + verified,https://www.google.com/maps/place/Portlandville+Fishing+Access+Site/data=!4m2!3m1!1s0x89dbf5e73b99ec3d:0xe0ddbff8b8fb07f4
High Tor West River Unit WMA,,42.6511317,-77.3398734,Google canonical URL + verified,https://www.google.com/maps/place/High+Tor+West+River+Unit+WMA/data=!4m2!3m1!1s0x89d11b024d3c297d:0x55e2056d9a88e787
"30°23'10.5""N 83°10'00.7""W",,30.386254,-83.166867,Direct KML URL,"https://www.google.com/maps/search/30.386254,-83.166867"
Dropped pin,,44.2055601,-74.3250941,Direct KML URL,"https://www.google.com/maps/search/44.2055601,-74.3250941"
Dropped pin,,42.8305165,-73.9896118,Direct KML URL,"https://www.google.com/maps/search/42.8305165,-73.9896118"
Pine barrens, "Good in higer water, and in a C1",39.6602586,-74.5254574,Direct KML URL,"https://www.google.com/maps/search/39.6602586,-74.5254574"
DeRuyter Lake, "$3 fee...", 42.8010, -75.8872, hand inserted, "https://www.google.com/maps/place/42%C2%B048'03.3%22N+75%C2%B053'13.8%22W/@42.8009149,-75.8884349"
Otselic river, "Probably only good in high water", 42.582583, -75.864972, hand inserted, "https://www.google.com/maps/place/42%C2%B034'57.3%22N+75%C2%B051'53.9%22W/@42.5824161,-75.8650743,260m"
"A park Chittenango river", "Scout. Probably a high water only river", 42.441957, -75.596377, hand added, "https://www.google.com/maps/place/42%C2%B026'31.3%22N+75%C2%B035'47.1%22W/@42.4420288,-75.5970604,222m"
